timestamp,angular_velocity_x,angular_velocity_y,angular_velocity_z
1701708997465329541,0.008074939250946045,-0.0003352761559654028,-0.006106496788561344
1701708997565370073,0.006413460243493319,0.0012114644050598145,-0.004532933700829745
1701708997665381110,0.001500547048635781,0.0033080577850341797,-0.0016644598217681052
1701708997765314372,-4.32133674621582e-05,-0.00016391278768423947,-0.0014454126358032227
1701708997865251002,0.0074714431539177895,0.000566244183573872,-0.004269183613359928
1701708997966182970,0.0011369587155058982,0.0011771917343139648,-0.0008881092653609813
1701708998068155887,0.003919005859643222,0.003732741344720125,-0.006183981895446777
1701708998168997195,0.007575750816613437,0.005397200584411621,-0.005444884300231934
1701708998267845684,0.0019371510716155174,0.0006273388862609863,-0.004273653030395508
1701708998368728844,0.006465613842010498,0.003321469528600574,-0.003728271229192615
1701708998468607503,0.0035122039262205367,-0.0018492341041564941,1.1920928955078125e-05
1701708998568413353,0.005446374416351318,0.0032335522118955855,-0.00013560058141592893
1701708998668419873,-0.005637108348309994,0.0017240644665434959,-0.0032722952309995894
1701708998769321042,0.006030500400811435,0.00017136335372924805,-0.002555549144744873
1701708998868318641,0.011971592903137207,-0.001589954015798867,-0.00040233138133771723
1701708998969215592,0.006204843986779452,0.0009581446647644043,-0.004568696022033691
1701708999068235186,0.0008732081041671337,0.003425776958465576,-0.006788969039916992
1701708999169386806,0.005395709536969662,-0.0002279877808177844,-0.0011742113856598737
1701708999270410022,0.006891788449138404,0.002467632759362459,-0.0008776785689406098
1701708999370303347,0.0050827860832214355,0.0009760262328200043,0.00045001512626186013
1701708999470250414,0.005951523780822754,0.00016987325216177854,-0.0031232833862304688
1701708999570107229,0.009167192503809929,-0.0019192696781829002,0.00022202727268449962
1701708999669991484,0.006645918823778629,0.00447183893993497,-0.0030994419939816
1701708999770867205,0.0024333598557859664,0.0007957221241667867,-0.0016927722608670594
1701708999869751333,0.008203089237213135,0.004908442962914706,-0.008937716484069824
1701708999969679461,0.0013932584552094342,0.00021755692432634532,-0.001564622041769326
1701709000069664503,0.007835031487047674,0.0015780329704284668,-0.0030696394387632613
1701709000169680636,0.006903709378093482,0.003008544445037842,-0.004282594192773105
1701709000270632915,0.006288290023803711,-0.0005066395387984813,0.0007733702659606934
1701709000370603936,-0.0006571410922333598,-0.00040531161357648676,-0.0036895275115966797
